show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s4849,TV Show,Something in the Rain,,"Son Ye-jin, Jung Hae-in, Jang So-yeon",South Korea,"May 26, 2018",2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Reunited with her best friend’s younger brother, who’s back from a stint abroad, a recently dumped career woman begins to see him in a new light."
s4861,Movie,Aiyaary,Neeraj Pandey,"Sidharth Malhotra, Manoj Bajpayee, Rakul Preet Singh, Pooja Chopra, Adil Hussain, Kumud Mishra, Naseeruddin Shah, Anupam Kher, Vikram Gokhale, Juhi Babbar",India,"May 15, 2018",2018,TV-MA,158 min,"Action & Adventure, Dramas, International Movies","When his protégé goes rogue and poses a grave threat to the government he serves, a veteran officer of the Indian Army tries to stop him at all costs."
s4862,Movie,Lupin the 3rd: The Castle of Cagliostro: Special Edition,Hayao Miyazaki,"Yasuo Yamada, Kiyoshi Kobayashi, Eiko Masuyama, Makio Inoue, Goro Naya, Sumi Shimamoto, Taro Ishida, Kohei Miyauchi, Ichiro Nagai",Japan,"May 15, 2018",1979,PG-13,100 min,"Action & Adventure, Anime Features, Classic Movies","Lupin, his sidekick, Jigen, and the samurai warrior Goemon set out to take over an evil counterfeit operation at Count Cagliostro's fortress."
s4863,TV Show,Saint Seiya: The Lost Canvas,,"Tetsuya Kakihara, Hiro Shimono, Aya Hirano, Atsushi Abe, Sanae Kobayashi, Kenta Miyake, Tomohiro Tsuboi, Nana Mizuki, Shigeru Chiba",Japan,"May 15, 2018",2009,TV-MA,1 Season,"Anime Series, International TV Shows",This anime adventure follows the battle between a saint of Athena and an avatar of Hades who's working on a painting that could destroy the world.
s4864,Movie,Ali Wong: Hard Knock Wife,Jay Karas,Ali Wong,United States,"May 13, 2018",2018,TV-MA,64 min,Stand-Up Comedy,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood."
s4872,Movie,My Fuhrer,Dani Levy,"Helge Schneider, Ulrich Mühe, Sylvester Groth, Adriana Altaras, Stefan Kurt, Ulrich Noethen, Lambert Hamel, Udo Kroschwald, Torsten Michaelis, Axel Werner",Germany,"May 7, 2018",2007,TV-14,91 min,"Comedies, International Movies",Germany's most celebrated actor is commissioned by Nazi propagandist Joseph Goebbels to prepare the leader of the Third Reich to deliver a speech.
s4882,Movie,Manhunt,John Woo,"Zhang Hanyu, Masaharu Fukuyama, Qi Wei, Ji-won Ha, Jun Kunimura, Angeles Woo, Nanami Sakuraba","China, Hong Kong","May 4, 2018",2017,TV-MA,109 min,"Action & Adventure, International Movies",A Chinese pharmaceutical lawyer framed for a vile crime teams up with a sharp-witted Japanese detective to stop a dangerous corporate plot.
s4886,Movie,Ajji,Devashish Makhija,"Sushama Deshpande, Abhishek Banerjee, Smita Tambe, Sharvani Suryavanshi, Vikas Kumar, Sadiya Siddiqui, Sudhir Pandey, Manuj Sharma",India,"May 1, 2018",2017,TV-MA,105 min,"Dramas, International Movies","When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge."
s4901,TV Show,Spiritual House,,"Hiroyuki Ehara, Miki Sumiyoshi, Sato Kondo, Kazuhiro Kiyohara, Noriko Sakai, Moe Oshikiri, Homare Sawa, Mariko Hayashi",,"May 1, 2018",2017,TV-PG,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows","Psychic Hiroyuki Ehara leads various celebrities through spiritual consultations, probing into their issues and spotlighting their accomplishments."
s4902,Movie,The Clapper,Dito Montiel,"Ed Helms, Amanda Seyfried, Tracy Morgan, Brenda Vaccaro, P.J. Byrne, Leah Remini, Mickey Gooch Jr., Adam Levine, Russell Peters, Alan Thicke",United States,"May 1, 2018",2017,R,90 min,"Comedies, Dramas, Independent Movies","A newcomer ekes out a living in LA as a professional audience member on infomercials, but life gets complicated when he's thrust into the spotlight."
s4903,Movie,Toc Toc,Vicente Villanueva,"Paco León, Alexandra Jiménez, Rossy de Palma, Nuria Herrero, Adrián Lastra, Oscar Martínez, Inma Cuevas, Ana Rujas, Carolina Lapausa",Spain,"May 1, 2018",2017,TV-MA,96 min,"Comedies, International Movies","A group of patients with OCD wait for their flight-delayed doctor to arrive for their appointments, forcing them to endure each other's oddball quirks."
s4908,Movie,Candy Jar,Ben Shelton,"Christina Hendricks, Helen Hunt, Uzo Aduba, Sami Gayle, Jacob Latimore",United States,"April 27, 2018",2018,TV-14,93 min,"Children & Family Movies, Dramas, Romantic Movies",Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.
s4914,TV Show,Trio and a Bed,,"Annabelle Kong, Amber Chia, Carmen Soo, Danny Wan, Daniel Tan, Jeffrey Cheng",,"April 27, 2018",2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","After graduation, three women from distinct backgrounds find themselves in the real world, facing the challenges of work, romance and unexpected fame."
s4933,Movie,Greg Davies: You Magnificent Beast,Peter Orton,Greg Davies,United Kingdom,"April 10, 2018",2018,TV-MA,66 min,Stand-Up Comedy,"British comedian Greg Davies revisits terrifying dates, manscaping disasters, his father's pranks and more in a savagely funny stand-up special."
s4971,Movie,"Game Over, Man!",Kyle Newacheck,"Adam DeVine, Anders Holm, Blake Anderson, Utkarsh Ambudkar, Aya Cash, Neal McDonough, Daniel Stern, Jamie Demetriou, Rhona Mitra, Sam Richardson, Steve Howey, Mac Brandt, Geno Segers, Roe Hartrampf",United States,"March 23, 2018",2018,TV-MA,102 min,"Action & Adventure, Comedies",Three buddies with big dreams go from underachieving slackers to badass warriors when their posh hotel is taken over by terrorists.
s4984,Movie,Jag älskar dig: En skilsmässokomedi,Johan Brisinger,"Björn Kjellman, Christine Meltzer, Rodolfo Corsato, Martina Haag, Sven-Bertil Taube, Anita Wall, Nour El-Refai",Sweden,"March 15, 2018",2016,TV-MA,91 min,"Comedies, Dramas, International Movies","Tired of her passionless marriage, Marianne wants a separation from her husband, Gustav, who, in response, decides to make a big change of his own."
s4990,Movie,Ricky Gervais: Humanity,John L. Spencer,Ricky Gervais,United Kingdom,"March 13, 2018",2018,TV-MA,79 min,Stand-Up Comedy,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally."
s4996,Movie,Ladies First,Uraaz Bahl,,India,"March 8, 2018",2018,TV-G,40 min,"Documentaries, International Movies, Sports Movies","Born amid poverty and limited women's rights in the village of Ratu, India, Deepika Kumari rose to become the No.1 female archer in the world at 18."
s4997,Movie,Bullet Head,"Paul Solet, Rick Benattar","Adrien Brody, John Malkovich, Rory Culkin, Antonio Banderas, Ori Pfeffer, Alexandra Dinu, Owen Davis, Deyan Petrov","Bulgaria, United States","March 7, 2018",2017,R,94 min,"International Movies, Thrillers","After a daring heist, three fugitives lock themselves in a warehouse hoping to evade the police, but find a worse threat as they fight to stay alive."
s5007,Movie,Battle Drone,Mitch Gould,"Louis Mandylor, Daniel Southworth, Richard Alan Reid, Oleg Taktarov, Natassia Malthe, Jason Earles, Dominique Swain, Michael Paré",United States,"March 1, 2018",2018,TV-MA,94 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","A team of mercenaries working with the CIA accepts an off-the-books mission in Chernobyl, where deadly human-controlled droids prepare an ambush."
s5012,Movie,Schubert In Love,Lars Büchel,"Olaf Schubert, Mario Adorf, Marie Leuenberger, Jochen Barkas, Bert Stephan, Martina Hill, Christoph Jungmann, Luise Wolfram, Hildegard Schroedter, Imke Buchel",Germany,"March 1, 2018",2016,TV-14,94 min,"Comedies, International Movies","The last of his family line, Olaf Schubert doesn't have time for a girlfriend but dutifully searches for one when his father demands offspring."
s5029,Movie,Mute,Duncan Jones,"Alexander Skarsgård, Paul Rudd, Justin Theroux","United Kingdom, Germany","February 23, 2018",2018,TV-MA,127 min,"Sci-Fi & Fantasy, Thrillers","When his girlfriend vanishes, a mute man ventures into a near-future Berlin's seamy underworld, where his actions speak louder than words."
s5034,Movie,FullMetal Alchemist,Fumihiko Sori,"Ryosuke Yamada, Tsubasa Honda, Dean Fujioka, Misako Renbutsu, Kanata Hongo, Shinji Uchiyama, Jun Kunimura, Yo Oizumi, Ryuta Sato, Fumiyo Kohinata, Yasuko Matsuyuki",Japan,"February 19, 2018",2017,TV-PG,134 min,"Action & Adventure, Dramas, International Movies","While alchemist Edward Elric searches for a way to restore his brother Al's body, the military government and mysterious monsters are watching closely."
s5041,Movie,Love Per Square Foot,Anand Tiwari,"Vicky Kaushal, Angira Dhar, Alankrita Sahai, Raghuvir Yadav, Ratna Pathak Shah, Supriya Pathak",India,"February 14, 2018",2018,TV-14,133 min,"Comedies, International Movies, Romantic Movies","Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience."
s5045,Movie,When We First Met,Ari Sandel,"Adam DeVine, Alexandra Daddario, Shelley Hennig, Robbie Amell, Andrew Bachelor",United States,"February 9, 2018",2018,TV-14,97 min,"Comedies, Romantic Movies","Using a magical photo booth that sends him back in time, Noah relives the night he met Avery over and over, trying to persuade her to fall for him."
s5063,Movie,Sebastián Marcelo Wainraich,"Raúl Campos, Jan Suter",Sebastián Marcelo Wainraich,Argentina,"January 26, 2018",2018,TV-MA,49 min,Stand-Up Comedy,"Argentine comedian Sebastián Wainraich highlights the comedy in everyday life, from minibars to reasons why funerals are better than weddings."
s5071,TV Show,Love and Hong Kong,,"Eiko Koike, Ryo Yoshizawa, Fumika Baba, Moga Mogami, Tomo Yanagishita, Kaoru Nagata, Ryo Iwamatsu",Japan,"January 20, 2018",2017,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",The lives of five strangers become intertwined forever when a starlet filming a documentary is kidnapped on the streets of Hong Kong.
s5073,Movie,Step Sisters,Charles Stone III,"Megalyn Echikunwoke, Eden Sher, Lyndon Smith, Gage Golightly, Matt McGorry, Marque Richardson, Alessandra Torresani, Naturi Naughton, Nia Jervier, Robert Curtis Brown",United States,"January 19, 2018",2018,PG-13,108 min,Comedies,"With her Harvard Law dreams on the line, a black sorority leader agrees to help a rhythmically challenged sisterhood win a step dance championship."
s5104,TV Show,La Mante,,"Carole Bouquet, Fred Testot, Pascal Demolon, Manon Azem, Frédérique Bel, Élodie Navarre, Jacques Weber",France,"December 29, 2017",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Decades after her capture, a serial killer offers to help solve a string of copycat murders – but only if her son, now a cop, will work by her side."
s5107,Movie,Bibi & Tina: Tohuwabohu Total,Detlev Buck,"Lina Larissa Strahl, Lisa-Marie Koroll, Louis Held, Lea van Acken, Emilio Sakraya, Michael Maertens, Martin Seifert",Germany,"December 27, 2017",2017,TV-14,106 min,"Children & Family Movies, Music & Musicals",Teen witch Bibi and her pal Tina return to the screen to reconcile a runaway girl with her narrow-minded family and save Falkenstein Castle from chaos.
s5122,Movie,Christmas Inheritance,Ernie Barbarash,"Eliza Taylor, Jake Lacy, Andie MacDowell, Michael Xavier, Neil Crone, Anthony Sherwood, Joanna Douglas, Martin Roach",United States,"December 15, 2017",2017,TV-G,105 min,"Dramas, International Movies, Romantic Movies","To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others."
s5126,TV Show,Wormwood,,"Peter Sarsgaard, Molly Parker, Christian Camargo, Scott Shepherd, Tim Blake Nelson, Jimmi Simpson, Bob Balaban, Michael Chernus",United States,"December 15, 2017",2017,TV-14,1 Season,"Crime TV Shows, Docuseries","In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra."
s5165,Movie,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Chris Smith,Jim Carrey,"Canada, United States","November 17, 2017",2017,TV-MA,94 min,Documentaries,"Through the lens of his stunningly immersive performance as Andy Kaufman, Jim Carrey ponders the meaning of life, reality, identity and career."
s5170,TV Show,The Irregular at Magic High School,,"Yuichi Nakamura, Saori Hayami, Yumi Uchiyama, Takuma Terashima, Satomi Sato, Atsushi Tamaru, Sora Amamiya, Yuiko Tatsumi, Marina Inoue, Ryohei Kimura, Junichi Suwabe, Kana Hanazawa, Mai Nakahara, Saki Ogasawara, Haruka Tomatsu, Tomokazu Sugita, Yoshitsugu Matsuoka, Ayumu Murase",Japan,"November 15, 2017",2014,TV-14,1 Season,"Anime Series, International TV Shows, Teen TV Shows","Siblings Tatsuya and Miyuki enroll at Magic High School, where Miyuki's honors status comes between her and her underachieving older brother."
s5186,TV Show,Alias Grace,,"Sarah Gadon, Edward Holcroft, Paul Gross, Anna Paquin, Rebecca Liddiard, Zachary Levi, Kerr Logan, David Cronenberg",Canada,"November 3, 2017",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel."
s5191,Movie,The Bittersweet,D Ho,"Min-ho Lee, Zhu Xuan",China,"November 1, 2017",2017,TV-MA,98 min,"Action & Adventure, Dramas, International Movies","As a killer stalks the streets, a troubled young courier suspects that a doctor may be the long-lost sister he hasn't seen since childhood."
s5207,TV Show,W1A,,"Hugh Bonneville, Monica Dolan, Jessica Hynes, Rufus Jones, Sarah Parish, Nina Sosanya, Jason Watkins, Hugh Skinner, David Westhead, Jonathan Bailey, Ophelia Lovibond, David Tennant",United Kingdom,"October 24, 2017",2017,TV-MA,3 Seasons,"British TV Shows, TV Comedies","The new Head of Values at the BBC deals with redefining the company's purpose, events like the arrival of Prince Charles and issues with new programs."
s5220,TV Show,Seven and Me,,"Leila Jolene, Flavio Parenti, Josefin Asplund",France,"October 15, 2017",2017,TV-Y,1 Season,Kids' TV,A little girl discovers she’s the modern-day descendant of Snow White when seven dwarfs arrive at her suburban home to serve as her guardian angels.
s5221,Movie,Singapore,Shakti Samanta,"Shammi Kapoor, Padmini, Maria Menado, Shashikala, Agha, K.N. Singh, Madan Puri, Helen","India, Malaysia","October 15, 2017",1960,TV-PG,158 min,"Comedies, Dramas, International Movies","When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot."
s5222,TV Show,West Coast Customs,,"Ryan Friedlinghaus, Hunter Clancey",United States,"October 15, 2017",2015,TV-G,6 Seasons,"Docuseries, Reality TV","West Coast Customs, a mecca for well-heeled car lovers, stars as their team creates some of the most luxurious, outrageous vehicles on the planet."
s5230,Movie,Bomb Scared,Borja Cobeaga,"Javier Cámara, Julián López, Miren Ibarguren, Gorka Otxoa, Tina Sáinz, Ramón Barea",Spain,"October 12, 2017",2017,TV-MA,89 min,"Comedies, Independent Movies, International Movies","In this dark comedy, a dysfunctional group of wannabe Basque terrorists awaits word about a new mission while Spain makes a run at the World Cup title."
s5235,Movie,Rodney Carrington: Here Comes the Truth,Brandon Jones,Rodney Carrington,United States,"October 3, 2017",2017,TV-MA,66 min,Stand-Up Comedy,"Raunchy country comic and musician Rodney Carrington jokes and sings about life in his 40s, poking fun at sex, relationships and gaining weight."
s5236,Movie,26 Years,Geun-hyun Cho,"Goo Jin, Hye-jin Han, Soo-bin Bae, Seul-ong Im, Kyeong-yeong Lee, Gwang Jang, Deok-jae Jo, Eui-sung Kim, Seok-Hwan An, Bok-gi Min",South Korea,"October 1, 2017",2012,TV-MA,135 min,"Dramas, International Movies, Thrillers","Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator."
s5242,Movie,Ghost Patrol,Karen J. Lloyd,"Scott McNeil, Vincent Tong, Travis Turner, Shannon Chan-Kent, Lili Beaudoin",Canada,"October 1, 2017",2016,TV-Y7,47 min,"Children & Family Movies, Comedies",Two kids and their pet dog (aka the Ghost Patrol) get a call about an old manor and soon find they are investigating their first real haunted house.
s5246,TV Show,Star Trek: Voyager,,"Kate Mulgrew, Robert Beltran, Roxann Dawson, Jennifer Lien, Robert Duncan McNeill, Ethan Phillips, Robert Picardo, Tim Russ, Jeri Ryan, Garrett Wang, Tarik Ergin",United States,"October 1, 2017",2000,TV-PG,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy","On Voyager's 75-year journey back to Earth, the crew members encounter unknown species as they draw closer to a mysterious quadrant of space."
s5251,TV Show,What She Put on the Table,,"Amber An, Sun Ke-fang, Chang Yao-jen, Wang Man-chiao, Hans Chung, Chris Lee, Yan Yu-lin, Kiki Chen, Steven Chiang",Taiwan,"October 1, 2017",2017,TV-14,1 Season,"International TV Shows, TV Dramas","Based on the life of TV chef Fu Pei-mei, this drama follows two women – one rich, the other poor – who fortuitously cross paths in 1950s Taiwan."
s5256,Movie,Our Souls at Night,Ritesh Batra,"Robert Redford, Jane Fonda, Bruce Dern, Matthias Schoenaerts, Iain Armitage, Judy Greer, Phyllis Somerville",United States,"September 29, 2017",2017,TV-14,103 min,"Dramas, Romantic Movies","After widowed neighbors Addie and Louis begin sleeping in bed together platonically to alleviate their loneliness, a real romance begins to blossom."
s5263,TV Show,Terrace House: Aloha State,,"You, Reina Triendl, Ryota Yamasato, Yoshimi Tokui, Azusa Babazono, Kentaro","United States, Japan","September 26, 2017",2017,TV-14,4 Seasons,"International TV Shows, Reality TV","The beautiful island of Oahu is host to a new batch of six strangers who share a single roof, multiple conflicts and no script in this reality series."
s5269,Movie,Jerry Before Seinfeld,Michael Bonfiglio,Jerry Seinfeld,United States,"September 19, 2017",2017,TV-14,62 min,Stand-Up Comedy,"Jerry Seinfeld returns to the club that gave him his start in the 1970s, mixing iconic jokes with stories from his childhood and early days in comedy."
s5272,Movie,Strong Island,Yance Ford,,"United States, Denmark","September 15, 2017",2017,TV-MA,108 min,Documentaries,"The forces of family, grief and racial injustice converge in this powerful documentary exploring the murder of filmmaker Yance Ford's brother."
s5274,Movie,Ghost of the Mountains,Ben Wallis,Antoine Fuqua,United States,"September 13, 2017",2017,G,78 min,"Children & Family Movies, Documentaries",An international group of filmmakers sets out on a mission to get up close and personal with a family of elusive snow leopards.
s5287,TV Show,Frequency,,"Peyton List, Riley Smith, Mekhi Phifer, Devin Kelley, Lenny Jacobson, Daniel Bonjour, Anthony Ruivivar",United States,"September 4, 2017",2016,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries","A detective seizes a precious opportunity to change the past when she finds she can communicate with her deceased, estranged father via a time warp."
s5295,Movie,Brother's Shadow,Todd S. Yellin,"Scott Cohen, Judd Hirsch, Susan Floyd, Elliot Korte, Ruben Santiago-Hudson, James Murtaugh, Ato Essandoh, Toby Poser, Diane Kagan, John Di Benedetto, Jerry Matz, Lisa Emery",United States,"September 1, 2017",2006,TV-MA,90 min,"Dramas, Independent Movies","After serving time in jail, a disgraced son returns to the family business in New York, where he struggles to fill the shoes of his late twin brother."
s5314,Movie,The Lost Brother,Israel Adrián Caetano,"Leonardo Sbaraglia, Daniel Hendler, Ángela Molina, Alián Devetac, Pablo Cedrón, Alejandra Flechner","Argentina, Uruguay, Spain, France","September 1, 2017",2017,TV-MA,113 min,"Dramas, International Movies","While settling the affairs of his murdered mother and brother, a man partners with a local thug in a life insurance scam, putting him on a dark path."
s5325,TV Show,20 Minutes,,"Tuba Büyüküstün, Ilker Aksum, Bülent Emin Yarar, İpek Bilgin, Müjde Uzman, Firat Çelik, Ayten Uncuoglu, Cihat Tamer",Turkey,"August 15, 2017",2013,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","When his wife is convicted of murder, a horrified family man races to prove her innocence while a dogged investigator sets out to uncover the truth."
s5338,Movie,Baahubali: The Beginning (Hindi Version),S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Nassar, Ramya Krishnan, Sudeep",India,"August 7, 2017",2015,TV-14,159 min,"Action & Adventure, Dramas, International Movies",Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Hindi version of S.S. Rajamouli's epic.
s5345,Movie,Message from the King,Fabrice Du Welz,"Chadwick Boseman, Luke Evans, Teresa Palmer, Alfred Molina, Natalie Martinez, Tom Felton, Dale Dickey, Sibongile Mlambo","United Kingdom, France, Belgium, United States","August 4, 2017",2017,R,103 min,"Independent Movies, Thrillers","On a relentless quest to avenge his sister's murder, a man from Cape Town infiltrates a sprawling network of lowlifes and elites in Los Angeles."
s5352,Movie,Handsome Devil,John Butler,"Fionn O'Shea, Nicholas Galitzine, Andrew Scott, Michael McElhatton, Moe Dunford, Ruairí O'Connor, Jay Duffy, Mark Lavery, Jamie Hallahan, Ardal O'Hanlon, Amy Huberman",Ireland,"August 1, 2017",2016,TV-MA,95 min,"Comedies, Dramas, International Movies","A self-described outsider is sent to a rugby-obsessed boarding school, where he forms an unexpected bond with the star player."
s5382,TV Show,Degrassi: Next Class,Stefan Brogren,"Amanda Arcuri, Amir Bageria, Soma Bhatia, Jamie Bloch, Stefan Brogren, Chelsea Clark, Reiya Downs, Ana Golja, Nikki Gould, Ricardo Hoyos, Ehren Kassam, Andre Kim, Lyle Lettau, Spencer MacPherson, Eric Osborne, Dante Scott, Olivia Scriven, Sara Waisglass, Richard Walters",Canada,"July 7, 2017",2017,TV-14,4 Seasons,"International TV Shows, TV Dramas, Teen TV Shows","Degrassi's next generation of high-tech newbies and returning students navigates real-world high school drama. If you're a teen, this is your life."
s5401,Movie,Professor,Lekh Tandon,"Shammi Kapoor, Kalpana, Lalita Pawar, Parveen Choudhary, Salim, Pratima Devi, Rashid Khan, Bir Sakuja, Bela Bose, Ratnamala",India,"July 1, 2017",1962,TV-PG,163 min,"Comedies, Dramas, International Movies",A college grad in need of money must disguise himself as an old man to tutor two young women who are under the watchful eye of their strict aunt.
s5408,TV Show,World at Your Feet,,"Ha Yu, Tay Ping Hui, Jeanette Aw, Elvin Ng, Yvonne Lim, Zhang Zhenhuan, Vivian Lai, Ian Fang, Xu Bin",Singapore,"July 1, 2017",2014,TV-14,1 Season,"International TV Shows, TV Dramas","A group of struggling individuals are united by a love of soccer. At the center is Renxin, a reclusive widower and former coach who needs new hope."
s5413,TV Show,Criminal Minds,,"Mandy Patinkin, Joe Mantegna, Thomas Gibson, Shemar Moore, Matthew Gray Gubler, Kirsten Vangsness, A.J. Cook, Paget Brewster, Lola Glaudini, Jennifer Love Hewitt, Jeanne Tripplehorn","United States, Canada","June 30, 2017",2017,TV-14,12 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",This intense police procedural follows a group of extraordinary FBI profilers who spend their days getting into the minds of psychopathic criminals.
s5423,TV Show,Pac-Man and the Ghostly Adventures,,"Erin Mathews, Sam Vincent, Andrea Libman, Ashleigh Ball, Ian James Corlett, Brian Drummond, Lee Tockar, Matt Hill","United States, Japan, Canada","June 20, 2017",2014,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",Teenage Pac and his loyal crew face the ups and downs of adolescence while protecting Pac-World from a ghostly army led by the evil Betrayus.
s5479,Movie,Laerte-se,"Lygia Barbosa da Silva, Eliane Brum",Laerte Coutinho,Brazil,"May 19, 2017",2017,TV-MA,101 min,"Documentaries, International Movies, LGBTQ Movies","After living as a man for nearly 60 years, Laerte Coutinho, one of Brazil's most brilliant cartoonists, introduces herself to the world as a woman."
s5485,Movie,Natascha Kampusch: The Whole Story,Alina Teodorescu,,United States,"May 15, 2017",2010,TV-14,51 min,Movies,A Viennese child who was kidnapped and held captive in a basement before escaping after eight years reveals her headline-making story of survival.
s5486,Movie,Ram Jaane,Rajiv Mehra,"Shah Rukh Khan, Juhi Chawla, Vivek Mushran, Pankaj Kapur, Puneet Issar, Tinnu Anand, Deven Verma, Gulshan Grover, Amrit Pal, Arun Bali",India,"May 15, 2017",1995,TV-14,142 min,"Dramas, International Movies, Music & Musicals","Two boyhood pals – one righteous, the other a criminal – take very different paths to adulthood. Their love for the same woman may prove disastrous."
s5494,Movie,Handsome: A Netflix Mystery Movie,Jeff Garlin,"Jeff Garlin, Natasha Lyonne, Amy Sedaris, Steven Weber, Christine Woods, Eddie Pepitone, Timm Sharp, Brad Morris, Leah Remini, Ava Acres",United States,"May 5, 2017",2017,TV-MA,81 min,Comedies,Homicide detective Gene Handsome sets out to solve a woman's murder while searching for clues about what's missing from his personal life.
s5495,TV Show,Kazoops!,,"Reece Pockney, Scott Langley, Alex Babic, Gemma Harvey, Jessica Hann, Emma Tate",Australia,"May 5, 2017",2017,TV-Y,3 Seasons,Kids' TV,Music meets imagination in this inventive animated series about thinking outside the box and having fun.
s5500,Movie,Chaahat,Mahesh Bhatt,"Naseeruddin Shah, Shah Rukh Khan, Pooja Bhatt, Anupam Kher, Ramya Krishnan, Avtar Gill, Mushtaq Khan",India,"May 1, 2017",1996,TV-14,148 min,"Dramas, International Movies, Romantic Movies",A vulnerable singer is forced to choose between the girl he loves and another who has developed an unhealthy obsession with him.
s5506,Movie,Loev,Sudhanshu Saria,"Shiv Pandit, Dhruv Ganesh, Siddharth Menon, Rishabh Chaddha",India,"May 1, 2017",2015,TV-MA,89 min,"Dramas, Independent Movies, International Movies",Lives are upended when a hiking trip leads a Wall Street hotshot to explore his true feelings for an old pal who’s disenchanted with his boyfriend.
s5522,TV Show,Hot Girls Wanted: Turned On,"Jill Bauer, Ronna Gradus, Rashida Jones",,United States,"April 21, 2017",2017,TV-MA,1 Season,Docuseries,"Personal stories reveal how the intersection of sex, technology and intimate relationships is rewiring us in fundamental ways."
s5524,TV Show,The Mr. Peabody and Sherman Show,,"Chris Parnell, Max Charles, Dieter Jansen, Da'Vine Joy Randolph",United States,"April 21, 2017",2017,TV-Y7,4 Seasons,"Kids' TV, TV Comedies","Mr. Peabody and Sherman host a zany late-night comedy show from a swanky penthouse, with time-traveling historical figures and a live audience."
s5533,Movie,Our Lovers,Miguel Ángel Lamata,"Eduardo Noriega, Michelle Jenner, Fele Martínez, Amaia Salamanca",Spain,"April 14, 2017",2016,TV-MA,92 min,"Comedies, Dramas, International Movies","A love-challenged man and a woman he meets at a bookshop bar begin dating, but only at the shop – and without knowing anything about each other."
s5545,Movie,Deuces,Jamal Hill,"Larenz Tate, Meagan Good, Lance Gross, Antonique Smith, La La Anthony, Rick Gonzalez, Rotimi, Andra Fuller",United States,"April 1, 2017",2016,TV-MA,88 min,Dramas,"Assigned to go undercover to take down an impenetrable crime ring, a detective finds himself falling under the sway of its enigmatic leader."
s5548,Movie,Killa,Avinash Arun,"Amruta Subhash, Archit Deodhar, Parth Bhalerao, Gaurish Gawade, Atharva Upasni, Swandand Raikar, Shrikant Yadav, Umesh Jagtap, Shivalati Bokil, Jui Kahate",India,"April 1, 2017",2014,TV-14,107 min,"Dramas, International Movies",Growing up poses challenges for Chinu when he moves from city to country and encounters a youth culture far different from what he's used to.
s5563,TV Show,Dave Chappelle,Stan Lathan,Dave Chappelle,United States,"March 21, 2017",2017,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies","Comedy icon Dave Chappelle makes his triumphant return to the screen with a pair of blistering, fresh stand-up specials."
s5575,Movie,One 2 Ka 4,Shashilal K. Nair,"Shah Rukh Khan, Juhi Chawla, Jackie Shroff, Nirmal Pandey, Dilip Joshi, Sahila Chaddha, Suresh Chatwal, Bharat Dabholkar, Baby Gazala, Akash Khurana",India,"March 15, 2017",2001,TV-14,160 min,"Action & Adventure, Comedies, Dramas","When his partner is killed, a young cop is forced to care for the man's four children, and solicits the help of a woman who moves in with them."
s5585,Movie,Nila,Selvamani Selvaraj,"Sruthi Hariharan, Vicky R",India,"March 1, 2017",2016,TV-MA,94 min,"Dramas, International Movies, Romantic Movies","When a cabbie chances upon his childhood sweetheart, he tries to rekindle old feelings but finds that mature love is a more complicated matter."
