Unnamed: 0,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
1,2016-12-18,1.42,42029.51,770.8,28068.62,5.0,13185.09,12270.19,908.23,6.67,conventional,2016,Syracuse
3,2016-12-04,1.64,50831.37,796.48,42942.66,4.0,7088.23,6841.52,149.49,97.22,conventional,2016,Syracuse
21,2016-07-31,1.6,68311.05,1970.63,47609.54,10.23,18720.65,18175.65,0.0,545.0,conventional,2016,Syracuse
25,2016-07-03,1.37,85205.46,1970.63,47537.91,1.25,35695.67,32830.67,0.0,2865.0,conventional,2016,Syracuse
30,2016-05-29,1.36,82173.8,1259.66,52293.06,435.86,28185.22,27875.22,0.0,310.0,conventional,2016,Syracuse
6,2016-11-13,1.38,323761.18,124544.12,69065.25,148.09,130003.72,63858.93,66144.79,0.0,conventional,2016,Tampa
12,2016-10-02,1.45,323324.31,123390.79,72977.08,250.23,126706.21,63736.85,62969.36,0.0,conventional,2016,Tampa
18,2016-08-21,1.14,390053.1,175344.71,100775.54,48.58,113884.27,80157.7,27826.57,5900.0,conventional,2016,Tampa
30,2016-05-29,0.96,532427.02,287990.69,117845.05,172.19,126419.09,63311.97,57550.46,5556.66,conventional,2016,Tampa
33,2016-05-08,0.92,493628.61,238892.93,96504.07,163.0,158068.61,81108.34,76960.27,0.0,conventional,2016,Tampa
45,2016-02-14,1.0,329879.07,160675.05,76135.86,78.63,92989.53,56730.92,36258.61,0.0,conventional,2016,Tampa
50,2016-01-10,0.85,519360.29,250745.95,88162.17,131.61,180320.56,70164.37,110156.19,0.0,conventional,2016,Tampa
51,2016-01-03,1.07,375548.86,226406.25,46447.87,133.9,102560.84,69223.85,33336.99,0.0,conventional,2016,Tampa
23,2016-07-17,1.15,32656123.63,10320463.27,10628872.6,953631.47,10753156.29,8737861.29,1624816.27,390478.73,conventional,2016,TotalUS
42,2016-03-06,0.95,35064506.04,11824154.63,12196587.24,1686475.33,9357288.84,7502570.03,1747903.69,106815.12,conventional,2016,TotalUS
43,2016-02-28,0.91,36801817.68,11907394.72,13210854.56,1560167.75,10123400.65,7251666.99,2802238.74,69494.92,conventional,2016,TotalUS
44,2016-02-21,0.94,32804733.22,10015825.13,12003751.56,1375260.47,9409896.06,7213492.61,2150749.43,45654.02,conventional,2016,TotalUS
0,2016-12-25,0.92,5720079.58,1951252.95,1240717.89,114035.0,2414073.74,1681100.98,731388.25,1584.51,conventional,2016,West
4,2016-11-27,1.09,4187550.98,1525325.69,938768.71,86789.7,1636666.88,1068035.07,565542.44,3089.37,conventional,2016,West
12,2016-10-02,1.03,6079587.47,1560246.5,1206950.63,110878.4,3201511.94,1755945.22,1442472.3,3094.42,conventional,2016,West
16,2016-09-04,0.92,6676702.06,2858767.17,1348831.14,111324.84,2357778.91,1344665.71,1012172.25,940.95,conventional,2016,West
41,2016-03-13,0.81,6725483.24,2302275.93,1773673.19,179006.49,2470527.63,1608842.43,860619.11,1066.09,conventional,2016,West
49,2016-01-17,0.81,7221572.36,2091961.92,2079267.92,181519.92,2868822.6,1515056.35,1352291.24,1475.01,conventional,2016,West
3,2016-12-04,0.85,699171.51,353339.84,66386.39,10869.1,268576.18,105842.68,162657.94,75.56,conventional,2016,WestTexNewMexico
20,2016-08-07,0.95,816529.48,500097.71,81237.11,15436.45,219758.21,152300.82,67457.39,0.0,conventional,2016,WestTexNewMexico
37,2016-04-10,0.77,897755.55,567763.55,128899.01,32940.56,168152.43,97395.82,70756.61,0.0,conventional,2016,WestTexNewMexico
48,2016-01-24,1.12,296402.96,45720.39,99167.08,16034.41,135481.08,94434.3,24812.34,16234.44,conventional,2016,WestTexNewMexico
1,2017-12-24,1.45,77039.09,2811.71,58592.23,19.06,15616.09,6863.18,8752.91,0.0,conventional,2017,Albany
9,2017-10-29,1.67,69432.23,2959.76,57585.49,57.94,8829.04,5050.91,3778.13,0.0,conventional,2017,Albany
42,2017-03-12,1.54,95713.29,2046.8,67162.63,89.32,26414.54,10990.08,15424.46,0.0,conventional,2017,Albany
51,2017-01-08,1.55,91728.18,3355.47,75641.23,56.91,12674.57,12606.67,67.9,0.0,conventional,2017,Albany
14,2017-09-24,1.5,403780.43,222498.3,45024.88,34.48,136222.77,88241.47,47954.41,26.89,conventional,2017,Atlanta
20,2017-08-13,1.37,534058.7,251178.4,62180.62,64.99,220634.69,148972.21,66092.48,5570.0,conventional,2017,Atlanta
45,2017-02-19,0.86,563018.6,279494.45,52644.02,133.35,230746.78,171819.03,55459.69,3468.06,conventional,2017,Atlanta
14,2017-09-24,1.59,676498.82,58682.06,451995.87,4487.7,161333.19,158072.68,3260.51,0.0,conventional,2017,BaltimoreWashington
20,2017-08-13,1.48,697320.96,61461.48,431018.65,5629.49,199211.34,186157.57,8884.88,4168.89,conventional,2017,BaltimoreWashington
24,2017-07-16,1.48,670476.49,64407.19,415327.9,5640.71,185100.69,177112.27,886.2,7102.22,conventional,2017,BaltimoreWashington
38,2017-04-09,1.64,738255.19,71187.86,438985.9,6568.37,221513.06,218334.47,2510.53,668.06,conventional,2017,BaltimoreWashington
27,2017-06-25,1.2,95071.28,41340.98,3573.62,7667.69,42488.99,42360.01,52.46,76.52,conventional,2017,Boise
30,2017-06-04,1.19,98460.27,42302.58,3757.52,7950.05,44450.12,44427.36,11.47,11.29,conventional,2017,Boise
34,2017-05-07,1.09,121483.27,60550.46,3285.18,9701.89,47945.74,45880.43,2055.34,9.97,conventional,2017,Boise
42,2017-03-12,0.98,112776.1,33062.31,9415.52,9975.45,60322.82,58419.56,1777.12,126.14,conventional,2017,Boise
46,2017-02-12,0.98,97785.46,41600.65,4101.11,9261.32,42822.38,41656.91,1141.72,23.75,conventional,2017,Boise
13,2017-10-01,1.62,482271.83,14889.71,366122.85,1797.71,99461.56,71620.46,27841.1,0.0,conventional,2017,Boston
18,2017-08-27,1.79,455915.26,7262.03,319717.74,1534.57,127400.92,89674.49,36986.43,740.0,conventional,2017,Boston
25,2017-07-09,1.69,560021.69,8735.91,464670.36,3962.9,82652.52,75760.19,4052.33,2840.0,conventional,2017,Boston
30,2017-06-04,1.73,590580.03,5139.73,460653.96,3075.67,121710.67,115907.4,5366.6,436.67,conventional,2017,Boston
33,2017-05-14,1.62,610348.46,5152.68,448442.71,3462.02,153291.05,146852.13,6280.59,158.33,conventional,2017,Boston
36,2017-04-23,1.63,520793.48,9577.17,382449.77,3293.6,125472.94,104839.16,20633.78,0.0,conventional,2017,Boston
37,2017-04-16,1.61,592049.78,7319.25,437483.37,3589.29,143657.87,124789.29,17115.8,1752.78,conventional,2017,Boston
43,2017-03-05,1.3,620307.93,9208.87,529716.12,5832.2,75550.74,75014.84,535.9,0.0,conventional,2017,Boston
7,2017-11-12,1.37,118434.0,10402.0,55305.0,48.0,52678.0,45324.0,7354.0,0.0,conventional,2017,BuffaloRochester
12,2017-10-08,1.49,102625.05,25376.77,31576.96,38.61,45632.71,25278.83,20353.88,0.0,conventional,2017,BuffaloRochester
22,2017-07-30,1.32,146069.4,1769.04,65452.36,40.32,78807.68,76952.12,592.23,1263.33,conventional,2017,BuffaloRochester
27,2017-06-25,1.46,115902.44,1954.58,77254.88,59.58,36633.4,32337.84,945.56,3350.0,conventional,2017,BuffaloRochester
40,2017-03-26,1.53,156787.69,2184.26,67000.84,53.28,87549.31,86727.99,821.32,0.0,conventional,2017,BuffaloRochester
42,2017-03-12,1.48,165974.96,1457.31,85677.37,28.0,78812.28,56757.21,22055.07,0.0,conventional,2017,BuffaloRochester
43,2017-03-05,1.68,140468.86,1420.89,75283.75,46.33,63717.89,63652.74,65.15,0.0,conventional,2017,BuffaloRochester
46,2017-02-12,1.56,135286.7,1773.3,71050.71,110.87,62351.82,58032.13,4319.69,0.0,conventional,2017,BuffaloRochester
11,2017-10-15,1.68,4066640.98,1348029.41,1699672.65,137027.4,881911.52,822315.27,22733.62,36862.63,conventional,2017,California
16,2017-09-10,1.71,4380657.13,1677368.14,1599511.35,141899.49,961878.15,904618.47,19579.65,37680.03,conventional,2017,California
20,2017-08-13,1.26,5862368.39,2346710.99,2079376.28,190313.03,1245968.09,1160556.19,32819.18,52592.72,conventional,2017,California
26,2017-07-02,1.28,6607292.61,2527123.67,1942683.02,224121.48,1913364.44,1844798.2,4337.49,64228.75,conventional,2017,California
31,2017-05-28,1.32,6160751.92,2307940.04,1793496.44,153502.24,1905813.2,1829396.11,3223.85,73193.24,conventional,2017,California
36,2017-04-23,1.26,5637299.78,2027854.71,1521895.03,162006.91,1925543.13,1849562.53,6322.77,69657.83,conventional,2017,California
47,2017-02-05,0.67,11213596.29,3986429.59,3550403.07,214137.93,3462625.7,3403581.49,7838.83,51205.38,conventional,2017,California
3,2017-12-10,1.02,277528.93,58726.14,60515.61,4428.39,153858.79,146050.48,7808.31,0.0,conventional,2017,Charlotte
49,2017-01-22,1.18,247754.7,42582.24,116159.86,20382.32,68630.28,54562.88,14067.4,0.0,conventional,2017,Charlotte
11,2017-10-15,2.11,546055.57,89191.92,288024.23,93956.96,74882.46,69716.43,5164.92,1.11,conventional,2017,Chicago
26,2017-07-02,1.45,943746.5,128743.48,534893.06,149582.02,130527.94,128738.67,327.15,1462.12,conventional,2017,Chicago
35,2017-04-30,1.62,787324.19,81817.28,498579.75,125905.46,81021.7,72854.76,2421.11,5745.83,conventional,2017,Chicago
44,2017-02-26,1.61,674827.05,52553.89,442525.98,110938.64,68808.54,62915.36,1403.34,4489.84,conventional,2017,Chicago
8,2017-11-05,1.01,320427.23,4581.41,121602.23,862.16,193381.43,19496.38,173702.6,182.45,conventional,2017,CincinnatiDayton
20,2017-08-13,1.34,261153.8,4609.64,92313.29,1103.12,163127.75,21883.1,140667.78,576.87,conventional,2017,CincinnatiDayton
26,2017-07-02,0.79,336087.28,3711.44,101205.94,1278.0,229891.9,35260.34,193552.3,1079.26,conventional,2017,CincinnatiDayton
35,2017-04-30,1.1,242716.93,11133.59,89607.64,1158.27,140817.43,30877.63,109897.14,42.66,conventional,2017,CincinnatiDayton
40,2017-03-26,1.16,221214.93,2737.56,75138.64,1185.8,142152.93,30291.14,111860.25,1.54,conventional,2017,CincinnatiDayton
52,2017-01-01,0.64,329279.29,2646.83,130250.6,2530.91,193850.95,30669.35,163180.08,1.52,conventional,2017,CincinnatiDayton
1,2017-12-24,1.06,140322.03,47451.51,20793.8,5024.24,67052.48,61296.18,5712.32,43.98,conventional,2017,Columbus
10,2017-10-22,1.55,111491.11,46747.3,15690.62,750.6,48302.59,42964.29,5308.37,29.93,conventional,2017,Columbus
31,2017-05-28,1.24,182566.46,81187.49,20819.14,1809.22,78750.61,56749.77,21930.47,70.37,conventional,2017,Columbus
32,2017-05-21,1.16,180283.53,84951.87,22123.26,1875.51,71332.89,62962.93,8171.47,198.49,conventional,2017,Columbus
33,2017-05-14,0.99,210349.0,91332.73,15547.02,1391.69,102077.56,94035.1,7984.55,57.91,conventional,2017,Columbus
42,2017-03-12,1.29,140126.45,62328.69,32440.45,1275.08,44082.23,40701.91,3271.61,108.71,conventional,2017,Columbus
2,2017-12-17,0.83,1084068.05,540252.14,217661.59,3860.93,322293.39,262364.04,59824.28,105.07,conventional,2017,DallasFtWorth
26,2017-07-02,0.9,1378563.61,637767.81,287481.13,4000.61,449314.06,445093.33,2978.22,1242.51,conventional,2017,DallasFtWorth
38,2017-04-09,0.9,1337046.52,710379.21,275048.24,8443.24,343175.83,338910.14,4079.0,186.69,conventional,2017,DallasFtWorth
23,2017-07-23,1.15,971350.62,149313.58,353625.53,13389.27,455022.24,86886.46,368135.78,0.0,conventional,2017,Denver
34,2017-05-07,1.13,904098.6,147250.97,357127.75,17250.83,382469.05,272024.11,110311.61,133.33,conventional,2017,Denver
49,2017-01-22,1.03,906838.4,149313.21,268029.66,13355.19,476140.34,326361.97,149643.69,134.68,conventional,2017,Denver
2,2017-12-17,1.08,369196.72,60128.92,98625.18,32609.74,177832.88,149638.4,20548.33,7646.15,conventional,2017,Detroit
16,2017-09-10,1.8,251097.79,60774.27,32685.75,23392.18,134245.59,113843.97,9150.17,11251.45,conventional,2017,Detroit
18,2017-08-27,1.32,304000.24,99924.49,29648.99,23558.08,150868.68,133119.35,5877.48,11871.85,conventional,2017,Detroit
27,2017-06-25,1.01,402914.93,96114.24,58116.71,14203.42,234480.56,200994.73,31937.51,1548.32,conventional,2017,Detroit
52,2017-01-01,0.75,480612.79,100364.1,165059.57,18804.24,196384.88,194306.37,2054.18,24.33,conventional,2017,Detroit
9,2017-10-29,1.55,138190.33,2263.72,65813.83,21510.67,48602.11,40970.87,2846.34,4784.9,conventional,2017,GrandRapids
15,2017-09-17,1.99,100498.79,1713.76,40378.99,23054.23,35351.81,25043.6,2910.5,7397.71,conventional,2017,GrandRapids
27,2017-06-25,1.74,142258.18,2010.17,54017.53,29866.67,56363.81,42161.64,4631.35,9570.82,conventional,2017,GrandRapids
34,2017-05-07,1.46,254982.52,2037.53,134403.02,68209.7,50332.27,30912.8,6939.54,12479.93,conventional,2017,GrandRapids
4,2017-12-03,1.15,3837027.0,603156.0,1732528.0,317891.0,1183450.0,577048.0,579235.0,27167.0,conventional,2017,GreatLakes
6,2017-11-19,1.23,2983690.0,581511.0,991256.0,155562.0,1255362.0,810002.0,438664.0,6697.0,conventional,2017,GreatLakes
10,2017-10-22,1.75,2247856.71,444286.92,806545.92,170360.42,826663.45,555284.7,257991.63,13387.12,conventional,2017,GreatLakes
12,2017-10-08,1.98,2063573.51,419515.35,658131.8,166808.35,819118.01,531466.43,263131.15,24520.43,conventional,2017,GreatLakes
13,2017-10-01,1.89,2289168.77,444534.18,780137.97,169347.13,895149.49,599057.03,269972.31,26120.15,conventional,2017,GreatLakes
16,2017-09-10,1.81,2589499.71,441483.65,913391.31,215802.18,1018822.57,687077.09,288380.16,43365.32,conventional,2017,GreatLakes
33,2017-05-14,1.19,3901825.7,649626.44,1290414.96,302082.61,1659701.69,944331.4,681254.13,34116.16,conventional,2017,GreatLakes
40,2017-03-26,1.42,3002195.77,474956.6,1228379.13,223458.77,1075401.27,694807.1,327861.78,52732.39,conventional,2017,GreatLakes
52,2017-01-01,0.88,4225245.4,636277.7,2157249.6,189356.95,1242361.15,885769.21,349032.8,7559.14,conventional,2017,GreatLakes
25,2017-07-09,1.47,237446.62,41065.78,129466.37,176.98,66737.49,49614.54,8987.95,8135.0,conventional,2017,HarrisburgScranton
28,2017-06-18,1.5,238389.11,45186.48,131057.91,86.44,62058.28,55129.91,2569.76,4358.61,conventional,2017,HarrisburgScranton
34,2017-05-07,1.51,301180.77,53636.12,140316.58,208.35,107019.72,101118.65,5671.9,229.17,conventional,2017,HarrisburgScranton
39,2017-04-02,1.46,239412.64,53424.06,110824.96,74.27,75089.35,73919.09,1170.26,0.0,conventional,2017,HarrisburgScranton
0,2017-12-31,1.42,245203.25,4805.09,183945.55,178.97,56273.64,48824.63,7447.45,1.56,conventional,2017,HartfordSpringfield
1,2017-12-24,1.5,225990.67,5610.69,161963.18,198.18,58218.62,53040.5,5162.55,15.57,conventional,2017,HartfordSpringfield
15,2017-09-17,1.54,222593.17,7488.87,162728.73,73.1,52302.47,50193.57,2102.23,6.67,conventional,2017,HartfordSpringfield
19,2017-08-20,1.74,223619.15,3659.65,155326.78,79.42,64553.3,59503.97,3259.33,1790.0,conventional,2017,HartfordSpringfield
28,2017-06-18,1.79,256900.68,5734.57,195637.72,124.6,55403.79,52477.5,86.29,2840.0,conventional,2017,HartfordSpringfield
52,2017-01-01,1.64,232663.88,2772.36,188107.91,2695.77,39087.84,38034.62,919.42,133.8,conventional,2017,HartfordSpringfield
10,2017-10-22,1.16,1008358.03,492168.22,128029.43,1834.84,386325.54,298349.69,87975.85,0.0,conventional,2017,Houston
30,2017-06-04,0.83,1377530.34,603106.83,192105.68,4926.04,577391.79,357447.61,219944.18,0.0,conventional,2017,Houston
32,2017-05-21,0.83,1262476.33,579270.57,219956.52,3706.26,459542.98,190861.62,268681.36,0.0,conventional,2017,Houston
9,2017-10-29,1.63,152558.08,8565.38,65715.28,870.81,77406.61,36905.14,40362.33,139.14,conventional,2017,Indianapolis
33,2017-05-14,0.85,268519.12,17926.54,93535.99,1422.94,155633.65,44372.98,111176.5,84.17,conventional,2017,Indianapolis
44,2017-02-26,1.02,188900.46,12096.22,83033.68,1923.56,91847.0,38588.66,53252.02,6.32,conventional,2017,Indianapolis
47,2017-02-05,0.84,276051.64,19443.88,146037.65,5353.25,105216.86,53663.15,51550.76,2.95,conventional,2017,Indianapolis
0,2017-12-31,1.12,206562.78,115793.69,14230.19,277.37,76261.53,29166.63,46858.23,236.67,conventional,2017,Jacksonville
1,2017-12-24,1.38,127181.54,67108.8,8048.69,314.0,51710.05,25721.96,25598.09,390.0,conventional,2017,Jacksonville
3,2017-12-10,1.01,181425.66,95942.65,11557.82,257.6,73667.59,33265.86,40251.73,150.0,conventional,2017,Jacksonville
22,2017-07-30,1.43,157712.19,89089.69,13102.88,73.61,55446.01,32147.33,21985.35,1313.33,conventional,2017,Jacksonville
26,2017-07-02,1.41,189413.48,113926.84,18894.24,122.11,56470.29,31305.74,20128.72,5035.83,conventional,2017,Jacksonville
29,2017-06-11,1.43,193088.4,119698.07,15932.56,121.45,57336.32,29031.67,25729.09,2575.56,conventional,2017,Jacksonville
36,2017-04-23,1.47,156137.58,85993.83,16104.95,78.16,53960.64,25194.97,28670.67,95.0,conventional,2017,Jacksonville
0,2017-12-31,1.04,291922.57,57663.71,111439.26,6018.29,116801.31,49190.85,67480.46,130.0,conventional,2017,LasVegas
28,2017-06-18,1.01,357696.04,133507.85,55577.57,6723.34,161887.28,55967.51,105919.77,0.0,conventional,2017,LasVegas
16,2017-09-10,1.74,1969051.97,898753.94,359807.34,94971.16,615519.53,568315.4,14394.75,32809.38,conventional,2017,LosAngeles
26,2017-07-02,1.07,3507155.74,1521073.33,497356.53,104452.24,1384273.64,1337890.74,411.72,45971.18,conventional,2017,LosAngeles
38,2017-04-09,1.01,2993246.61,957440.04,408516.09,106825.66,1520464.82,1460394.98,10162.56,49907.28,conventional,2017,LosAngeles
45,2017-02-19,0.79,3033918.41,1029674.7,493496.38,68553.91,1442193.42,1277346.26,130416.16,34431.0,conventional,2017,LosAngeles
47,2017-02-05,0.53,5470227.08,1741607.02,937331.61,89678.63,2701609.82,2656630.42,3465.7,41513.7,conventional,2017,LosAngeles
7,2017-11-12,1.14,100811.0,3181.0,43510.0,86.0,54034.0,11788.0,42246.0,0.0,conventional,2017,Louisville
13,2017-10-01,1.89,62180.5,3158.2,25612.0,73.49,33336.81,14044.19,19292.62,0.0,conventional,2017,Louisville
15,2017-09-17,1.73,68830.07,2265.55,31173.61,79.54,35311.37,14322.14,20969.23,20.0,conventional,2017,Louisville
31,2017-05-28,1.08,111487.07,2098.77,48808.39,305.78,60274.13,16202.19,44055.13,16.81,conventional,2017,Louisville
37,2017-04-16,1.22,100089.52,2109.81,47637.85,213.91,50127.95,18406.86,31705.47,15.62,conventional,2017,Louisville
44,2017-02-26,0.95,106098.37,2181.83,59928.42,578.39,43409.73,15168.82,28234.42,6.49,conventional,2017,Louisville
45,2017-02-19,0.94,94778.79,1979.99,41851.86,159.04,50787.9,13809.65,36841.43,136.82,conventional,2017,Louisville
3,2017-12-10,1.03,713866.0,484033.33,71985.61,6988.61,150858.45,75190.47,75667.98,0.0,conventional,2017,MiamiFtLauderdale
33,2017-05-14,1.5,594781.35,373017.97,71834.66,92.98,149835.74,87201.95,62633.79,0.0,conventional,2017,MiamiFtLauderdale
46,2017-02-12,0.97,804977.39,462514.53,171782.76,399.31,170280.79,67653.42,102267.65,359.72,conventional,2017,MiamiFtLauderdale
10,2017-10-22,1.56,2380544.44,537789.18,1026119.76,20115.07,796520.43,698822.91,97558.95,138.57,conventional,2017,Midsouth
34,2017-05-07,1.19,4372728.72,926758.39,1699122.93,47936.74,1698910.66,1456000.83,237524.29,5385.54,conventional,2017,Midsouth
36,2017-04-23,1.4,3060395.83,617149.84,1225887.12,31534.53,1185824.34,1044588.96,136072.44,5162.94,conventional,2017,Midsouth
42,2017-03-12,1.33,3059010.05,718846.39,1306320.17,38103.37,995740.12,868710.37,123511.69,3518.06,conventional,2017,Midsouth
50,2017-01-15,1.23,3034320.24,693675.19,1293221.45,43787.1,1003636.5,876946.57,125271.44,1418.49,conventional,2017,Midsouth
0,2017-12-31,0.81,258729.83,159028.54,10137.8,177.54,89385.95,70278.2,18477.36,630.39,conventional,2017,Nashville
10,2017-10-22,1.41,167135.85,97915.36,9503.17,252.39,59464.93,49860.59,9599.22,5.12,conventional,2017,Nashville
13,2017-10-01,1.7,154956.62,73759.23,21324.74,90.32,59782.33,52292.12,7431.64,58.57,conventional,2017,Nashville
27,2017-06-25,0.9,287217.67,114569.65,47014.32,60.26,125573.44,105149.34,18681.51,1742.59,conventional,2017,Nashville
36,2017-04-23,1.1,226088.3,109053.98,8877.76,75.09,108081.47,97879.1,8397.37,1805.0,conventional,2017,Nashville
44,2017-02-26,0.88,216226.59,121849.81,13162.21,71.22,81143.35,72019.67,8088.68,1035.0,conventional,2017,Nashville
11,2017-10-15,1.46,227947.46,135384.25,18515.33,173.04,73874.84,65362.87,8511.97,0.0,conventional,2017,NewOrleansMobile
16,2017-09-10,1.62,217336.35,123071.39,24260.85,164.0,69840.11,59451.56,5951.88,4436.67,conventional,2017,NewOrleansMobile
28,2017-06-18,1.29,287734.91,177973.04,25893.61,157.0,83711.26,76256.4,4569.86,2885.0,conventional,2017,NewOrleansMobile
38,2017-04-09,1.34,235686.8,134722.14,26489.36,249.11,74226.19,55994.69,8934.0,9297.5,conventional,2017,NewOrleansMobile
45,2017-02-19,1.11,220338.25,123639.4,24706.23,289.36,71703.26,54549.08,7834.18,9320.0,conventional,2017,NewOrleansMobile
46,2017-02-12,0.9,276002.68,160040.82,30195.68,443.13,85323.05,59560.4,13862.65,11900.0,conventional,2017,NewOrleansMobile
51,2017-01-08,1.1,230884.67,124108.53,31296.37,316.0,75163.77,52403.61,13645.16,9115.0,conventional,2017,NewOrleansMobile
2,2017-12-17,1.41,1181560.33,35511.18,661369.74,601.53,484077.88,465885.99,18174.07,17.82,conventional,2017,NewYork
42,2017-03-12,1.76,1163703.37,16828.77,755172.29,12532.1,379170.21,326854.39,49775.54,2540.28,conventional,2017,NewYork
24,2017-07-16,1.5,4180237.98,266663.37,2858828.89,30721.99,1024023.73,850086.41,138210.65,35726.67,conventional,2017,Northeast
29,2017-06-11,1.68,4060850.93,246826.64,2632016.93,13643.55,1168363.81,778716.02,350202.79,39445.0,conventional,2017,Northeast
38,2017-04-09,1.6,4313430.98,221283.06,2750988.26,12498.1,1328661.56,1082688.19,242674.12,3299.25,conventional,2017,Northeast
14,2017-09-24,1.63,296892.52,10778.57,233287.45,1510.55,51315.95,13437.56,37878.39,0.0,conventional,2017,NorthernNewEngland
32,2017-05-21,1.54,393289.53,10135.32,314676.72,2188.89,66288.6,34182.37,32016.23,90.0,conventional,2017,NorthernNewEngland
2,2017-12-17,1.01,381303.71,248830.89,30567.37,865.3,101040.15,56490.38,44549.77,0.0,conventional,2017,Orlando
9,2017-10-29,1.22,399421.97,257257.1,33771.93,570.11,107822.83,77035.93,30786.9,0.0,conventional,2017,Orlando
14,2017-09-24,1.83,263801.67,172557.9,22851.75,114.09,68277.93,39067.53,29207.07,3.33,conventional,2017,Orlando
16,2017-09-10,1.7,253627.92,159141.75,19370.0,698.55,74417.62,49005.6,22215.35,3196.67,conventional,2017,Orlando
17,2017-09-03,1.8,295896.59,189267.58,26200.67,653.97,79774.37,58009.37,19778.33,1986.67,conventional,2017,Orlando
41,2017-03-19,1.53,287195.89,160686.42,38524.03,47.0,87938.44,56308.21,31630.23,0.0,conventional,2017,Orlando
48,2017-01-29,1.24,364048.79,153528.1,72365.95,196.49,137958.25,70535.42,67422.83,0.0,conventional,2017,Orlando
29,2017-06-11,1.73,379927.26,38042.56,205769.8,620.68,135494.22,101707.26,31846.4,1940.56,conventional,2017,Philadelphia
39,2017-04-02,1.68,385731.38,30716.75,208155.43,757.88,146101.32,138280.26,7821.06,0.0,conventional,2017,Philadelphia
48,2017-01-29,1.48,421316.65,27673.88,248553.08,20098.48,124991.21,114418.84,10028.59,543.78,conventional,2017,Philadelphia
18,2017-08-27,1.18,715349.6,378232.81,125819.78,10404.56,200892.45,144419.94,50196.95,6275.56,conventional,2017,PhoenixTucson
40,2017-03-26,0.57,1607936.05,990504.55,203409.21,20130.79,393891.5,219158.02,174184.87,548.61,conventional,2017,PhoenixTucson
21,2017-08-06,1.29,105595.21,41518.8,28322.16,1457.18,34297.07,26823.78,6373.29,1100.0,conventional,2017,Pittsburgh
39,2017-04-02,1.37,122944.98,50365.37,27047.63,1687.36,43844.62,35344.15,8500.47,0.0,conventional,2017,Pittsburgh
45,2017-02-19,1.33,91579.18,32493.94,24711.08,1212.1,33162.06,27745.1,5416.96,0.0,conventional,2017,Pittsburgh
0,2017-12-31,1.02,2173591.74,1159470.84,493193.16,5719.66,515208.08,417190.3,97986.16,31.62,conventional,2017,Plains
2,2017-12-17,1.05,1829991.74,931127.59,418034.24,4249.88,476580.03,364590.57,111973.42,16.04,conventional,2017,Plains
4,2017-12-03,1.19,1630974.0,738854.0,411741.0,5403.0,474976.0,345924.0,128385.0,668.0,conventional,2017,Plains
5,2017-11-26,1.28,1280491.0,628374.0,311442.0,4253.0,336422.0,225355.0,110958.0,108.0,conventional,2017,Plains
25,2017-07-09,1.32,2106705.01,785869.03,554318.38,45371.29,721146.31,710273.4,5457.82,5415.09,conventional,2017,Plains
30,2017-06-04,1.31,2136102.71,958508.87,499135.71,11013.14,667444.99,620312.74,35312.21,11820.04,conventional,2017,Plains
36,2017-04-23,1.18,2143445.39,1115172.82,403864.38,6655.98,617752.21,606147.7,8038.24,3566.27,conventional,2017,Plains
39,2017-04-02,1.29,1818148.12,851477.91,524130.79,13117.72,429421.7,409630.98,6543.51,13247.21,conventional,2017,Plains
41,2017-03-19,1.3,1679882.22,721848.28,489324.58,8220.55,460488.81,437779.63,20075.74,2633.44,conventional,2017,Plains
43,2017-03-05,1.25,1601599.81,734909.69,421271.9,9572.98,435845.24,393722.61,36578.51,5544.12,conventional,2017,Plains
45,2017-02-19,0.96,2087617.13,1035888.35,444278.43,20779.51,586670.84,537145.2,44324.73,5200.91,conventional,2017,Plains
10,2017-10-22,1.36,511400.66,138574.37,127745.69,14424.63,230655.97,189637.21,40584.24,434.52,conventional,2017,Portland
22,2017-07-30,1.34,575652.16,145857.23,211102.06,14356.83,204336.04,116878.48,87177.01,280.55,conventional,2017,Portland
26,2017-07-02,0.99,767074.64,138050.07,193657.22,15389.61,419977.74,417909.15,1832.24,236.35,conventional,2017,Portland
30,2017-06-04,1.12,698957.23,120671.14,128831.45,23470.48,425984.16,423593.25,2161.68,229.23,conventional,2017,Portland
35,2017-04-30,0.84,940104.32,220613.6,175669.06,20230.57,523591.09,521942.84,1439.44,208.81,conventional,2017,Portland
26,2017-07-02,1.22,314536.29,95259.45,93112.35,6531.77,119632.72,112838.17,2159.55,4635.0,conventional,2017,RaleighGreensboro
31,2017-05-28,1.41,318497.15,85122.51,112526.54,7817.12,113030.98,109210.63,3820.35,0.0,conventional,2017,RaleighGreensboro
47,2017-02-05,0.97,455798.5,123228.06,230068.42,23080.58,79421.44,76260.19,2607.08,554.17,conventional,2017,RaleighGreensboro
49,2017-01-22,1.14,326997.65,88147.39,135723.73,18581.37,84545.16,80560.91,3984.25,0.0,conventional,2017,RaleighGreensboro
50,2017-01-15,1.27,277248.48,73384.69,111891.62,8946.58,83025.59,80590.42,2435.17,0.0,conventional,2017,RaleighGreensboro
